title,description,reporter_id,assignee_id,fixer_id,project_id,reported_date,priority,status,id
Resolve JUnit issue in Emergency Response Plans,"Address the bug found when JUnit interacts with Emergency Response Plans, ensuring stability and reliability.",56,46,46,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,146
Add tests for Team Availability Viewer with JUnit,Create comprehensive unit and integration tests for Team Availability Viewer to ensure compatibility and robustness with JUnit.,59,41,41,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,147
Resolve NGINX issue in Receive Room Booking Notifications,"Address the bug found when NGINX interacts with Receive Room Booking Notifications, ensuring stability and reliability.",58,28,28,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,148
Add tests for Data Privacy Management with Spring,Create comprehensive unit and integration tests for Data Privacy Management to ensure compatibility and robustness with Spring.,60,18,18,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,149
Implement Career Development Modules using Next.js,Develop the Career Development Modules feature by integrating Next.js to enhance functionality and user experience.,55,37,37,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,150
Resolve Next.js issue in Integrate with Calendar Apps,"Address the bug found when Next.js interacts with Integrate with Calendar Apps, ensuring stability and reliability.",51,36,36,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,151
Implement Centralized Communication Hub using Spring,Develop the Centralized Communication Hub feature by integrating Spring to enhance functionality and user experience.,57,19,19,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,152
Resolve NGINX issue in Supplier Contact Database,"Address the bug found when NGINX interacts with Supplier Contact Database, ensuring stability and reliability.",52,24,24,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,153
Add tests for Filter Rooms by Size or Equipment with JUnit,Create comprehensive unit and integration tests for Filter Rooms by Size or Equipment to ensure compatibility and robustness with JUnit.,53,41,41,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,154
Implement Modify Reservation using Next.js,Develop the Modify Reservation feature by integrating Next.js to enhance functionality and user experience.,56,31,31,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,155
Implement Remote Training Sessions using JUnit,Develop the Remote Training Sessions feature by integrating JUnit to enhance functionality and user experience.,56,41,41,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,156
Implement Event Scheduling using Next.js,Develop the Event Scheduling feature by integrating Next.js to enhance functionality and user experience.,60,38,38,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,157
Resolve Spring issue in Health Tips Broadcasting,"Address the bug found when Spring interacts with Health Tips Broadcasting, ensuring stability and reliability.",57,20,20,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,158
Implement Fitness Program Management using NGINX,Develop the Fitness Program Management feature by integrating NGINX to enhance functionality and user experience.,52,29,29,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,159
Implement Emergency Response Plans using NGINX,Develop the Emergency Response Plans feature by integrating NGINX to enhance functionality and user experience.,53,28,28,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,160
Resolve Spring issue in Cancel Reservation,"Address the bug found when Spring interacts with Cancel Reservation, ensuring stability and reliability.",59,18,18,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,161
Add tests for Asset Tracking with Spring,Create comprehensive unit and integration tests for Asset Tracking to ensure compatibility and robustness with Spring.,56,17,17,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,162
Add tests for Secure Document Storage with JUnit,Create comprehensive unit and integration tests for Secure Document Storage to ensure compatibility and robustness with JUnit.,56,45,45,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,163
Implement Wellness Challenges using JUnit,Develop the Wellness Challenges feature by integrating JUnit to enhance functionality and user experience.,58,44,44,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,164
Implement Filter Rooms by Size or Equipment using Spring,Develop the Filter Rooms by Size or Equipment feature by integrating Spring to enhance functionality and user experience.,53,20,20,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,165
Implement Integrate with Calendar Apps using JUnit,Develop the Integrate with Calendar Apps feature by integrating JUnit to enhance functionality and user experience.,51,46,46,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,166
Resolve Next.js issue in Security Alerts,"Address the bug found when Next.js interacts with Security Alerts, ensuring stability and reliability.",51,34,34,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,167
Implement Event Scheduling using Spring,Develop the Event Scheduling feature by integrating Spring to enhance functionality and user experience.,51,17,17,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,168
Resolve Next.js issue in Network Security Tools,"Address the bug found when Next.js interacts with Network Security Tools, ensuring stability and reliability.",58,32,32,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,169
Add tests for Physical Security Audits with Next.js,Create comprehensive unit and integration tests for Physical Security Audits to ensure compatibility and robustness with Next.js.,51,33,33,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,170
Resolve NGINX issue in Barcode Scanning for Assets,"Address the bug found when NGINX interacts with Barcode Scanning for Assets, ensuring stability and reliability.",53,25,25,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,171
Implement Maintenance Scheduling using JUnit,Develop the Maintenance Scheduling feature by integrating JUnit to enhance functionality and user experience.,53,46,46,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,172
Implement Automatic Room Release using NGINX,Develop the Automatic Room Release feature by integrating NGINX to enhance functionality and user experience.,52,26,26,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,173
Add tests for Health Tips Broadcasting with Spring,Create comprehensive unit and integration tests for Health Tips Broadcasting to ensure compatibility and robustness with Spring.,53,18,18,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,174
Implement Automatic Room Release using Next.js,Develop the Automatic Room Release feature by integrating Next.js to enhance functionality and user experience.,52,39,39,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,175
Resolve JUnit issue in Remote Work Analytics,"Address the bug found when JUnit interacts with Remote Work Analytics, ensuring stability and reliability.",58,42,42,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,176
Implement View Available Rooms using Spring,Develop the View Available Rooms feature by integrating Spring to enhance functionality and user experience.,54,11,11,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,177
Add tests for Daily Task Reports with NGINX,Create comprehensive unit and integration tests for Daily Task Reports to ensure compatibility and robustness with NGINX.,55,29,29,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,178
Resolve Spring issue in Support for Recurring Meetings,"Address the bug found when Spring interacts with Support for Recurring Meetings, ensuring stability and reliability.",59,18,18,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,179
Resolve Spring issue in Asset Tracking,"Address the bug found when Spring interacts with Asset Tracking, ensuring stability and reliability.",53,17,17,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,180
Resolve Next.js issue in Asset Depreciation Tracking,"Address the bug found when Next.js interacts with Asset Depreciation Tracking, ensuring stability and reliability.",53,32,32,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,181
Implement Career Development Modules using NGINX,Develop the Career Development Modules feature by integrating NGINX to enhance functionality and user experience.,58,26,26,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,182
Resolve NGINX issue in Remote Meeting Tools Integration,"Address the bug found when NGINX interacts with Remote Meeting Tools Integration, ensuring stability and reliability.",51,22,22,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,183
Add tests for Asset Procurement Management with NGINX,Create comprehensive unit and integration tests for Asset Procurement Management to ensure compatibility and robustness with NGINX.,58,27,27,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,184
Implement Rewards and Incentives using NGINX,Develop the Rewards and Incentives feature by integrating NGINX to enhance functionality and user experience.,58,21,21,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,185
Add tests for Wellness Challenges with Next.js,Create comprehensive unit and integration tests for Wellness Challenges to ensure compatibility and robustness with Next.js.,57,38,38,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,186
Add tests for Personal Wellness Tracking with Next.js,Create comprehensive unit and integration tests for Personal Wellness Tracking to ensure compatibility and robustness with Next.js.,51,36,36,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,187
Add tests for Integrate with Calendar Apps with Spring,Create comprehensive unit and integration tests for Integrate with Calendar Apps to ensure compatibility and robustness with Spring.,53,13,13,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,188
Add tests for Receive Room Booking Notifications with NGINX,Create comprehensive unit and integration tests for Receive Room Booking Notifications to ensure compatibility and robustness with NGINX.,54,21,21,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,189
Implement Receive Room Booking Notifications using NGINX,Develop the Receive Room Booking Notifications feature by integrating NGINX to enhance functionality and user experience.,54,24,24,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,190
Add tests for Access Control with Spring,Create comprehensive unit and integration tests for Access Control to ensure compatibility and robustness with Spring.,54,14,14,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,191
Add tests for Room Usage Statistics with Spring,Create comprehensive unit and integration tests for Room Usage Statistics to ensure compatibility and robustness with Spring.,57,17,17,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,192
Implement Team Availability Viewer using Spring,Develop the Team Availability Viewer feature by integrating Spring to enhance functionality and user experience.,58,18,18,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,193
Implement Employee Status Update using NGINX,Develop the Employee Status Update feature by integrating NGINX to enhance functionality and user experience.,51,24,24,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,194
Implement Event Scheduling using JUnit,Develop the Event Scheduling feature by integrating JUnit to enhance functionality and user experience.,56,48,48,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,195
Add tests for Company News Updates with Next.js,Create comprehensive unit and integration tests for Company News Updates to ensure compatibility and robustness with Next.js.,55,33,33,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,196
Implement Manage Room Booking Approvals using JUnit,Develop the Manage Room Booking Approvals feature by integrating JUnit to enhance functionality and user experience.,54,43,43,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,197
Add tests for Benefits Management with NGINX,Create comprehensive unit and integration tests for Benefits Management to ensure compatibility and robustness with NGINX.,54,27,27,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,198
Resolve Next.js issue in Benefits Management,"Address the bug found when Next.js interacts with Benefits Management, ensuring stability and reliability.",60,38,38,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,199
Resolve Spring issue in Benefits Management,"Address the bug found when Spring interacts with Benefits Management, ensuring stability and reliability.",53,16,16,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,200
Resolve Spring issue in Inventory Alerts,"Address the bug found when Spring interacts with Inventory Alerts, ensuring stability and reliability.",58,16,16,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,201
Resolve Next.js issue in Direct Messaging System,"Address the bug found when Next.js interacts with Direct Messaging System, ensuring stability and reliability.",51,32,32,1,2024-05-26 20:44:55.408324,MAJOR,RESOLVED,202
Implement Security Alerts using JUnit,Develop the Security Alerts feature by integrating JUnit to enhance functionality and user experience.,57,45,45,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,203
Resolve Spring issue in Display Room Location Maps,"Address the bug found when Spring interacts with Display Room Location Maps, ensuring stability and reliability.",58,16,16,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,204
Resolve Spring issue in Virtual Check-In/Out,"Address the bug found when Spring interacts with Virtual Check-In/Out, ensuring stability and reliability.",54,18,18,1,2024-05-26 20:44:55.408324,MAJOR,CLOSED,205
